"iso3","round","economy_label","regionwb_raw","is_oic","pop_adult","n_total","n_unbanked_fin","n_asked","n_religion_dk_ref","relig_A_p","relig_A_n","relig_A_se","relig_A_deff","relig_B_p","relig_B_n","relig_B_se","relig_B_deff","relig_all_p","relig_all_n","relig_all_se","unbanked_fin_share","unbanked_fin_se","unbanked_answered_share","far_A_p","expensive_A_p","documentation_A_p","trust_A_p","money_A_p","family_A_p","no_need_A_p","account_fin_p","account_mob_p","anydigpayment_p","mobileowner_p","internet_access_p","internet_use_p","female_p","in_balanced_oic_frame","decomposition_check"
"CZE",2021,"Czechia","High income",0,9013226,1005,23,30,0,0.0161839727200291,23,0.0321339590337122,1.49161683497117,0.0131556094600515,30,0.0257575096501383,1.53309599057615,0.000819442304825731,1005,0.00123507029109313,0.050632951439148,0.00946333459605658,0.050632951439148,0.215679958981985,0.240936611448465,0.0692119459227043,0.225667706485605,0.386246197993318,0.57617817729851,0.738368605524349,0.949367048560852,,0.941064975006368,0.985283495350669,0.93628092600241,,0.508128059329209,0,0.000819442304825731
"CZE",2024,"Czechia","High income",0,9161251,1003,54,0,0,,0,,,,0,,,0,949,0,0.0771671145379749,0.00947977172891898,0,,,,,,,,0.922832885462025,,,,,0.928542665874786,0.509496208850004,0,
"DEU",2011,"Germany","High Income",0,70935752,1000,8,15,7,0,7,0,1.40624499739306,0,8,0,1.3385332100598,0,993,0,0.0093626442191333,0.00391586458702814,0.00910113787293781,0.0767217238611396,0.0767217238611396,0.396431242363477,0.337934102602994,0.350519531736779,0.56992689640534,,0.990549454532643,,,,,,0.511331433708031,0,0
"DEU",2014,"Germany","High Income: OECD",0,70067432,1012,7,18,0,0,7,0,1.4834276850159,0.028232838106756,18,0.0495301473891806,1.60951485271384,0,1012,0,0.0123959331761257,0.0043066255466871,0.0123959331761257,0,0.288911844955267,0.137298806313153,0.612741378180552,0.431889195257635,0.819147817077083,0.121907377155767,0.987604066823874,,,,,,0.510686838490046,0,0
"DEU",2017,"Germany","High income: OECD",0,71846928,1000,9,27,2,0,8,0,1.53633688277156,0.0133938421679045,25,0.0279112574117269,1.47383821827325,0,998,0,0.00858813998370027,0.00345227101879615,0.0066763420570537,0,0.354804792525747,0,0.0831726370771884,0.504225724614541,0.793559309035846,0.0831726370771884,0.9914118600163,,,0.891978500813263,,,0.517423590262702,0,0
"DEU",2021,"Germany","High income",0,71623816,1000,1,5,0,0,1,0,1,0.374004106949762,5,0.253728728095883,1.37486936156085,0,1000,0,0.000234061838167565,0.000739469825327824,0.000234061838167565,0,0,,,,,,0.999765938161832,,0.994807324065067,0.917005800989418,0.891938364240393,,0.512586638565776,0,0
"DEU",2024,"Germany","High income",0,71691113,1000,5,0,0,,0,,,,0,,,0,995,0,0.0170167643293011,0.00639243519377336,0,,,,,,,,0.982983235670699,,,,,0.950761463116945,0.518964030971921,0,
"DJI",2011,"Djibouti","Middle East & North Africa",1,559915,1000,856,851,16,0.226851166655036,833,0.0154931163363181,1.14003567885439,0.228185962027588,835,0.0155074194450529,1.1401551326263,0.197880844960183,976,0.0136612234706784,0.874889321734516,0.0112059942990006,0.872293706388966,0.210230038204887,0.337312592249533,0.242517097973865,0.183745900054927,0.702968725390456,0.135727934426513,,0.123030631707839,,,,,,0.553461141929083,0,0.197880844960183
"DNK",2011,"Denmark","High Income",0,4578820.5,1005,2,2,0,0,2,0,1.15786384646424,0,2,0,1.15786384646424,0,1005,0,0.00263210750224314,0.00219415084996149,0.00263210750224314,0,0,0.301339582160766,0,0.301339582160766,0.301339582160766,,0.997367892497757,,,,,,0.524219332785537,0,0
"DNK",2014,"Denmark","High Income: OECD",0,4627637,1002,0,2,0,,0,,,0,2,0,1,0,1002,0,0,0,0,,,,,,,,1,,,,,,0.507940647522832,0,
"DNK",2017,"Denmark","High income: OECD",0,4780077,1000,1,2,0,0,1,0,1,0,2,0,1.0419994238954,0,1000,0,0.000826272934392071,0.00103766720574797,0.000826272934392071,0,1,0,0,0,0,0,0.999173727065608,,,0.943862216946671,,,0.505326936578046,0,0
"DNK",2021,"Denmark","High income",0,4881950,1002,0,2,0,,0,,,0,2,0,1.4678012143681,0,1002,0,0,0,0,,,,,,,,1,,1,1,0.995243012240124,,0.495220978157921,0,
"DNK",2024,"Denmark","High income",0,5003352,1005,5,0,0,,0,,,,0,,,0,1000,0,0.0134948589347518,0.00496415796266495,0,,,,,,,,0.986505141065248,,,,,0.981754949182584,0.499371529124823,0,
"DOM",2011,"Dominican Republic","Latin America & Caribbean",0,7017733,1000,653,646,6,0.0087457673831093,640,0.00491504992439133,1.78341684470908,0.0087457673831093,640,0.00491504992439133,1.78341684470908,0.00536086551454836,987,0.00309304646295867,0.617953288172512,0.0204581180618093,0.612966853532121,0.0366955318135588,0.148808461696617,0.145174071555804,0.113108679709142,0.729796325826726,0.0622596032098408,,0.382046711827488,,,,,,0.541398999821388,0,0.00536086551454836
"DOM",2014,"Dominican Republic","Latin America & Caribbean",0,7261777,1000,500,578,1,0.00726695971147083,500,0.00427713793796312,1.26791835380346,0.00635648727694643,577,0.00374623111634435,1.28208601595037,0.00334496568107567,999,0.00210425028782154,0.460136040246775,0.0181585835293151,0.460297815576942,0.0864929803512269,0.194591719659051,0.162554919165406,0.0947701442627903,0.66827832132426,0.112759154336343,0.170159425825116,0.539863959753224,0.0231805564758894,,,,,0.505112180877557,0,0.00334496568107567
"DOM",2017,"Dominican Republic","Latin America & Caribbean (excluding high income)",0,7492988,1000,481,570,10,0.0895170092595542,472,0.0151335047533675,1.32630568950382,0.0923669765095697,560,0.0141335380478519,1.33432860034577,0.0401192783348245,990,0.00714461886776877,0.452170496554809,0.0180233464095304,0.448174918562112,0.212530613226747,0.378564259526003,0.2437045932543,0.220655158714086,0.675341928949599,0.322472163027633,0.231312528110166,0.547829503445191,0.0389467952293062,0.0379745450808373,0.813820674596792,,,0.502412410260981,0,0.0401192783348245
"DOM",2021,"Dominican Republic","Latin America & Caribbean (excluding high income)",0,7871310.5,1000,461,539,9,0.150186274957943,453,0.0192058290738859,1.30921307606439,0.144894679593238,530,0.0174573084875427,1.30364215326084,0.0750476289418424,991,0.00959531045153942,0.504539229859696,0.0181393065004338,0.499696986045216,0.256106141639578,0.433617560882174,0.355669762444108,0.312790419717239,0.439924412874836,0.379793578275628,0.261171224931424,0.495460770140304,0.0757168789416077,0.387298992825852,0.8291417726394,0.716281391498882,,0.506352832774269,0,0.0750476289418424
"DOM",2024,"Dominican Republic","Latin America & Caribbean (excluding high income)",0,8281568,1000,378,378,378,,0,,,,0,,,0,622,0,0.367079680803708,0.0179719488526205,0,0.32118911005538,0.506005207791217,0.480500433072619,0.532959820447662,0.253909389145368,0.614933143925557,,0.632920319196292,0.180158284310334,0.525255647527781,,,0.89337609513862,0.509091972924276,0,
"DZA",2011,"Algeria","Middle East & North Africa",1,27487180,1000,621,617,1,0.0705913667027868,616,0.0115734637817885,1.2576191255034,0.0705913667027868,616,0.0115734637817885,1.2576191255034,0.0469811681371029,995,0.00758734507123757,0.667138874716627,0.0168747005248439,0.665537024306518,0.0650102982238941,0.118223402737929,0.227760567392354,0.0762844643720406,0.322993295347007,0.269232851618441,,0.332861125283373,,,,,,0.499278713172482,1,0.0469811681371029
"DZA",2014,"Algeria",,1,28317288,1002,470,481,2,0.113490101692266,468,0.0175715116462125,1.43622515251652,0.11427795454249,479,0.0174120844145383,1.43475295759747,0.0561191206087242,1000,0.00878733322349435,0.495242092757738,0.0190686675119343,0.494484715159511,0.0235066789372648,0.0621134490459717,0.151410588346233,0.0655542077797782,0.328670726344916,0.199521756012934,0.403540923233503,0.504757907242262,,,,,,0.500683076788965,1,0.0561191206087242
"DZA",2017,"Algeria","Middle East & North Africa (excluding high income)",1,28828170,1016,514,538,51,0.0841838748783637,466,0.0149433726295993,1.34972711041144,0.0848601070800222,487,0.0147026211042544,1.35558710463498,0.0461021829305963,965,0.00811858679278379,0.572233743527086,0.0186199747811339,0.547636741563736,0.0762368866160692,0.0957295187307722,0.125064342156572,0.167219558843989,0.398660029220792,0.233112808992676,0.360930309525553,0.427766256472914,,0.0061389549277105,0.863969108357837,,,0.499451846787209,1,0.0461021829305963
"DZA",2021,"Algeria","Middle East & North Africa (excluding high income)",1,30352150,1002,349,371,2,0.165170946970378,347,0.023872021166399,1.43409077841574,0.172662234975126,369,0.0238378492110942,1.46784533088654,0.0918692851509735,1000,0.0125051467538328,0.559029778550227,0.0215151173795,0.556207292118083,0.0984388799765174,0.248792035630218,0.411267547968386,0.191379900903209,0.69750956026908,0.340202835408888,0.708115357487502,0.440970221449773,,0.337417672200374,0.951801775685328,0.829869398027632,,0.496643816665626,1,0.0918692851509735
"DZA",2024,"Algeria","Middle East & North Africa (excluding high income)",1,32019804,1007,535,0,0,,0,,,,0,,,0,472,0,0.647098930902827,0.0186824877301701,0,,,,,,,,0.352901069097173,,0.130934071096339,,,0.829103805177783,0.490436915266236,1,
"ECU",2011,"Ecuador","Latin America & Caribbean",0,10578020,1003,640,641,6,0.0417111714026308,634,0.0092614148466917,1.36048927328612,0.0416119067277259,635,0.0092410805048938,1.35975356697736,0.0262493428999103,997,0.00585619966981992,0.631151223879098,0.0176183233338237,0.629312052795879,0.18198004894055,0.386502299254668,0.209035596395132,0.292316278783594,0.53409803113694,0.143159997449978,,0.367904572442498,,,,,,0.510485644174924,0,0.0262493428999103
"ECU",2014,"Ecuador","Latin America & Caribbean",0,11023338,1000,566,573,2,0.0177781827595177,564,0.00653950413945424,1.38124843538737,0.017477050456547,571,0.00645191636536746,1.3842123607085,0.00955218120209831,998,0.00361340451391503,0.537875748600159,0.0185033826272154,0.537297952850916,0.118671497500426,0.275610502422948,0.154242358054942,0.233404945897897,0.627149402043548,0.180609857029716,0.305033540081196,0.462124251399841,,,,,,0.512074634286348,0,0.00955218120209831
"ECU",2017,"Ecuador","Latin America & Caribbean (excluding high income)",0,11679844,1000,495,545,2,0.0385049731865739,494,0.00983933989674759,1.29179919075028,0.0427669956457992,543,0.00992688772030674,1.30707239467117,0.0189174991802781,998,0.00494946355154851,0.491322270570277,0.0181501755338558,0.491300152024892,0.330805363901381,0.537326716923616,0.223014361924819,0.27775692760036,0.646468932381368,0.35501108766874,0.346282873625171,0.508677729429723,0.0293697477676682,0.0185734516025872,0.766295484515624,,,0.50993685292329,0,0.0189174991802781
"ECU",2021,"Ecuador","Latin America & Caribbean (excluding high income)",0,12810286,1000,295,391,2,0.115931411920482,294,0.0240905055984914,1.66476169707831,0.131933579528567,389,0.0220369047730164,1.64946266170617,0.0415507504337322,998,0.00815348858934398,0.358232839407171,0.019564256382111,0.358408042698833,0.394523423285827,0.612312894216822,0.287122248904888,0.31869372912187,0.487146305269667,0.416021933857161,0.250659969542084,0.641767160592829,,0.469043637808605,0.888546226855474,0.699420681219565,,0.507073936537795,0,0.0415507504337322
"ECU",2024,"Ecuador","Latin America & Caribbean (excluding high income)",0,13484219,1000,369,369,369,,0,,,,0,,,0,631,0,0.360522947482918,0.0181260895669704,0,0.548276286733212,0.737926035551721,0.299725133297085,0.265524212311297,0.331387381536197,0.524775142538834,,0.639477052517082,0.10084864572168,0.432975618390812,,,0.827538348143811,0.524170003613463,0,
"EGY",2011,"Egypt, Arab Rep.","Middle East & North Africa",1,54478152,1044,927,919,13,0.0288236284368953,906,0.00608784514341864,1.19952314696023,0.0288236284368953,906,0.00608784514341864,1.19952314696023,0.0259609053937225,1022,0.00545678630893327,0.902012456660592,0.0100994977495479,0.900681378493333,0.0102928811033444,0.128604392414207,0.0480452774046612,0.0161224287463912,0.956132481453445,0.0229350465365952,,0.0972764342340504,,,,,,0.491287972795562,1,0.0259609053937224
"EGY",2014,"Egypt, Arab Rep.","Middle East",1,56501236,1000,805,813,0,0.151349092563958,805,0.0141573858063806,1.25618358373755,0.151896685561924,813,0.014117894358108,1.25786300203916,0.130687288315229,1000,0.0121102602234571,0.863482470236833,0.0123358693221928,0.863482470236833,0.136679081845748,0.248929585278295,0.161802335395577,0.124078069720562,0.755976893579618,0.109425655513468,0.246970207578485,0.136517529763167,0.0114494419851874,,,,,0.490256057200041,1,0.130687288315229
"EGY",2017,"Egypt, Arab Rep.","Middle East & North Africa (excluding high income)",1,63679764,1000,626,664,1,0.04650714220936,625,0.00931384227012054,1.2226458475609,0.046824083369,663,0.0091069612369744,1.2320211386773,0.031586070841989,999,0.00615607223371028,0.679286416422834,0.0164237464120942,0.67916602357115,0.0685602871595708,0.174504238162151,0.12235619376705,0.0529550716392835,0.835851812845819,0.0935642216077842,0.336504998333273,0.320713583577166,0.0179201627915592,0.00558555891735501,0.811908870011112,,,0.503395344882127,1,0.031586070841989
"EGY",2021,"Egypt, Arab Rep.","Middle East & North Africa (excluding high income)",1,67621520,1003,673,679,4,0.0617358522338736,669,0.0112531670630012,1.46255794403173,0.0613271446538952,675,0.0111677167907643,1.46239789335024,0.0455527369352009,999,0.00814973470990009,0.739010889889455,0.0171488936159344,0.737865199667671,0.0771184762511083,0.222419846204141,0.0697457047279139,0.0614113217780187,0.89843830986303,0.10828183979248,0.464597481720314,0.260989110110545,0.0291543797514098,0.201970288405593,0.810505062992873,0.377226764477724,,0.490622988109391,1,0.0455527369352009
"EGY",2024,"Egypt, Arab Rep.","Middle East & North Africa (excluding high income)",1,77385958,1001,612,612,612,,0,,,,0,,,0,389,0,0.647264464729464,0.0179042916630822,0,0.0280865952705152,0.206240234166098,0.0946686780618081,0.0990373594097667,0.897687784576438,0.17131942763627,,0.352735535270536,0.156072041150034,0.363274534281143,,,0.548845818441187,0.494623604278349,1,
"ESP",2011,"Spain","High Income",0,39702872,1006,58,53,6,0.103879315584756,46,0.0581373943836855,1.67021883651075,0.10138901232418,47,0.0566016649667326,1.65269857896095,0.00540638728217584,994,0.00296966537771945,0.0659644206919503,0.00998642590349136,0.0520448873940138,0.217088028758508,0.343275513812136,0.234543288280417,0.356099035861235,0.589090921138267,0.455554587187024,,0.933952389106356,,,,,,0.543910926974824,0,0.00540638728217584
"ESP",2014,"Spain","High Income: OECD",0,39485460,1000,17,26,0,0.0335509085715901,17,0.0513643318135906,1.38321260977613,0.054699676508963,26,0.0542610957012303,1.48045735547469,0.00081350667090484,1000,0.00115200555680542,0.0242469341528859,0.00621511424363689,0.0242469341528859,0.110450255467251,0.177467847814542,0.106136551297129,0.330927555352606,0.519570313879025,0.376962490400382,0.345021840056677,0.975753065847114,,,,,,0.503043673079285,0,0.00081350667090484
"ESP",2017,"Spain","High income: OECD",0,39580536,1000,49,61,0,0.195171416255867,49,0.0670832398614099,1.40379772005997,0.166870403639115,61,0.0578035767310937,1.46604526724342,0.0121870795842365,1000,0.0044176591691119,0.0624429530616278,0.00974194334180267,0.0624429530616278,0.260395213829143,0.38809065810529,0.1459811757587,0.356580515578256,0.468276575824637,0.332070126769816,0.355395864408752,0.937557046938372,,,0.939420973863725,,,0.501283260740512,0,0.0121870795842365
"ESP",2021,"Spain","High income",0,40533192,1000,8,17,1,0.218924060673044,8,0.183020444151756,1.56712068171454,0.329871681150289,16,0.15695660396501,1.7831019073309,0.0037260278106577,999,0.00263158613556179,0.0170156054647954,0.00558475089817944,0.0170197272935769,0.437848121346089,0.48224064721223,0.0283023468642713,0.263316586539186,0.688726834611351,0.685074528883404,0.729467054749546,0.982984394535205,,0.975296812844126,0.934328900533876,0.914993255580441,,0.499259609430191,0,0.0037260278106577
"ESP",2024,"Spain","High income",0,41937630,1000,18,0,0,,0,,,,0,,,0,982,0,0.0161925835360108,0.0052785346141361,0,,,,,,,,0.983807416463989,,,,,0.965211000792561,0.511509347546068,0,
"EST",2011,"Estonia","High Income",0,1121123.25,1007,31,31,6,0.0222790689943005,25,0.0346873313691432,1.38092418559543,0.0222790689943005,25,0.0346873313691432,1.38092418559543,0.000499274802703188,1001,0.00080110997119456,0.0317572397767392,0.00627551093167154,0.0224100388948441,0.262241213770384,0.238485497491117,0.0947872516975373,0.119352308035033,0.55794095149471,0.565294232821114,,0.968242760223261,,,,,,0.551511930080026,0,0.000499274802703188
"EST",2014,"Estonia","High Income: OECD",0,1114994.75,1000,18,28,4,0.0319854024030091,15,0.0557740372134646,1.50702930647992,0.0230157778196744,24,0.0375985692680923,1.50883126035116,0.000623594568603201,996,0.000914470111770608,0.0232832899208834,0.0055134079724162,0.0194962239569803,0.428891069426329,0.322119679389805,0.164437943691643,0.247223328599998,0.754316393675906,0.719577057965457,0.913078059973862,0.976716710079117,,,,,,0.549741170582167,0,0.000623594568603201
"EST",2017,"Estonia","High income: OECD",0,1103267.875,1000,18,29,6,0.13457656670938,14,0.0973992032159013,1.14035677968506,0.0918141826779188,23,0.0648843437146114,1.1612431910131,0.0022007309426416,994,0.00163815063914714,0.0200602879883339,0.00488665657121151,0.0163530025802643,0.131807811686525,0.212859001003742,0.13457656670938,0.247986500512021,0.35264801151458,0.810730584987955,0.778241708724383,0.979939712011666,,0.435238121952202,0.967672976016222,,,0.539819420162649,0,0.0022007309426416
"EST",2021,"Estonia","High income",0,1111457,1001,4,5,1,0,4,0,1.29288381122485,0,4,0,1.29288381122485,0,1000,0,0.00623433207352812,0.00285847357478974,0.00624470657060212,0,0,0.172941736404125,0.166097015586364,0.480134406538362,0.862628090700685,0.68968635429656,0.993765667926472,,0.986514070488219,1,0.990587290883321,,0.536759728854215,0,0
"EST",2024,"Estonia","High income",0,1151475,1006,8,0,0,,0,,,,0,,,0,998,0,0.0109889087436075,0.00394691972126027,0,,,,,,,,0.989011091256392,,,,,0.972079212357622,0.529449279835391,0,
"ETH",2014,"Ethiopia","Sub-Saharan Africa",0,53937608,1004,727,731,17,0.0142016667019353,710,0.00526337409027345,1.40494534495369,0.0141244751420907,714,0.00523409733743045,1.4047123407356,0.0110436891124373,987,0.00402367664413633,0.782084182538714,0.0157324500663895,0.777633311936009,0.120727256439438,0.0253831954257332,0.0132063963379399,0.0134044603993322,0.786125810498965,0.0497797133138162,0.0173508231637925,0.217915817461286,0.000278948641592304,,,,,0.513264262387235,0,0.0110436891124373
"ETH",2017,"Ethiopia","Sub-Saharan Africa (excluding high income)",0,60314800,1000,568,572,4,0.0269648362146694,564,0.00782561751800308,1.31640649810021,0.0267875945624003,568,0.00777643247675817,1.31755208637681,0.0175368820243144,996,0.00492393459443168,0.65172430078895,0.0178299382158244,0.650361154976123,0.199567785027515,0.0525636578810879,0.107929051262431,0.0247268364332144,0.85099450000314,0.0766595003503187,0.0656726391949856,0.34827569921105,0.00315928903727171,0.000296842095407029,0.452413664648863,,,0.515341869572207,0,0.0175368820243144
"ETH",2021,"Ethiopia","Sub-Saharan Africa (excluding high income)",0,69072840,1000,465,481,4,0.0299151573172903,461,0.00929172046108335,1.37148855195319,0.0296151763105402,477,0.00910884287549727,1.37716660260068,0.0160150626020357,996,0.00481825687988561,0.539513531812094,0.0190913100852008,0.535349436146182,0.346222193734313,0.193772439357188,0.295484028239973,0.0673530976697982,0.865719101052624,0.196836335154712,0.143045507795345,0.460486468187906,0.0463840172118442,0.197188856631765,0.513103882755049,0.140827300999681,,0.514412805837767,0,0.0160150626020357
"ETH",2024,"Ethiopia","Sub-Saharan Africa (excluding high income)",0,78031387,1001,416,416,416,,0,,,,0,,,0,585,0,0.515295978546313,0.0205542365099582,0,0.327722769631173,0.146111737366563,0.16492154771197,0.0719525830018656,0.838364377996896,0.235742931720953,,0.484704021453687,0.0945488963590303,0.206564567304229,,,0.137902448615855,0.516162504634836,0,
"FIN",2011,"Finland","High Income",0,4502461.5,1000,3,3,1,0,2,0,1.19993630292087,0,2,0,1.19993630292087,0,998,0,0.00128495052434887,0.00143685198906735,0.00111700553254519,0.276428812835336,0.276428812835336,0,0,0,0.276428812835336,,0.998712213087291,,,,,,0.535900056731655,0,0
"FIN",2014,"Finland","High Income: OECD",0,4544824,1001,0,3,1,,0,,,0,2,0,1.03734572298656,0,1000,0,0,0,0,,,,,,,,1,,,,,,0.519781654959942,0,
"FIN",2017,"Finland","High income: OECD",0,4595527.5,1000,1,1,0,0,1,0,1,0,1,0,1,0,1000,0,0.00214581496892644,0.00170008021244452,0.00214581496892644,1,0,0,1,0,0,0,0.997854185031074,,,0.998445696383752,,,0.518655207371237,0,0
"FIN",2021,"Finland","High income",0,4653263.5,1000,1,2,0,0,1,0,1,0,2,0,1.33581285334662,0,1000,0,0.00469811666752304,0.00263808401151256,0.00469811666752304,0,0,0,0,0,1,1,0.995301883332477,,0.984739467234647,1,0.98037698738401,,0.509838199775256,0,0
"FIN",2024,"Finland","High income",0,4749954,1000,1,0,0,,0,,,,0,,,0,999,0,0.00157318186942054,0.00166935268496503,0,,,,,,,,0.99842681813058,,,,,0.939084480532529,0.506048175427639,0,
"FRA",2011,"France","High Income",0,53378752,1001,17,20,5,0.0604947163889637,15,0.0754881953786698,1.50394749166511,0.0604947163889637,15,0.0754881953786698,1.50394749166511,0.00148616820895884,994,0.00164710717438188,0.0249192920679175,0.00664860761529349,0.0245669092719306,0.217187715270847,0.038359948546221,0.25137863645945,0.00435013829662308,0.260917405991303,0.615029500667671,,0.974949396156224,,,,,,0.551281187486526,0,0.00148616820895884
"FRA",2014,"France","High Income: OECD",0,53996200,1000,16,17,2,0,14,0,1.2618567924309,0,15,0,1.24021924665897,0,998,0,0.0341724708483279,0.00723652342268376,0.028883351089537,0.117568835170087,0,0.117568835170087,0,0.211560896050304,0.573611677258104,0.0851058691456032,0.965827529151672,,,,,,0.519168445249589,0,0
"FRA",2017,"France","High income: OECD",0,54738224,1000,38,45,4,0,34,0,1.25458436520481,0,41,0,1.25783185464829,0,996,0,0.0599595397649758,0.00891892709185941,0.0537836568489715,0.0387692893291143,0.0989471908782538,0.115613661129604,0.0483638035204213,0.309654778020558,0.598709001734235,0.081025889177191,0.940040460235024,,,0.876754791454353,,,0.522652700181153,0,0
"FRA",2021,"France","High income",0,55494504,1000,4,7,0,0.447961830104755,4,0.278995221394132,1.25905123452945,0.352045256574391,7,0.223208472923795,1.52888993625122,0.00338526781357898,1000,0.00232732518582235,0.00755704523483026,0.00346996975524455,0.00755704523483026,0.721570967908846,0.602500904154617,0.447961830104755,0.571851788146047,0.571851788146047,0.123889958041292,0.571851788146047,0.99244295476517,,0.984479399827727,0.866579584999024,0.889426769988312,,0.52078188093387,0,0.00338526781357898
"FRA",2024,"France","High income",0,56825584,1000,8,0,0,,0,,,,0,,,0,992,0,0.00809762764979343,0.00338148989340528,0,,,,,,,,0.991902372350207,,,,,0.964147767878262,0.515714037792758,0,
"GAB",2011,"Gabon","Sub-Saharan Africa",1,979578,1000,737,737,1,0.0139256168729019,736,0.00497356165593691,1.3258326432105,0.0139256168729019,736,0.00497356165593691,1.3258326432105,0.0112851580398866,999,0.00391900780112476,0.810534823698424,0.0145310162327613,0.810388375817414,0.202950537262349,0.325151436075849,0.302738740905263,0.145441451568531,0.8437264376054,0.0213271670651266,,0.189465176301576,,,,,,0.505563309213595,1,0.0112851580398866
"GAB",2014,"Gabon","Sub-Saharan Africa",1,1028453,1008,618,638,8,0.0234089742286247,610,0.00725049867565697,1.4027183473123,0.0268679203605517,630,0.00763226326652146,1.40359364299532,0.0162905143469518,1000,0.00495058237487388,0.69845446352686,0.0178770965286216,0.695908935942676,0.173330494392274,0.400640473403402,0.26572926803194,0.161284511855105,0.630307862921863,0.0765784772761827,0.204237490322565,0.30154553647314,0.0664842485100086,,,,,0.5138002253121,1,0.0162905143469518
"GAB",2017,"Gabon","Sub-Saharan Africa (excluding high income)",1,1269789,1000,590,637,18,0.0528370656656812,576,0.0112243439600351,1.45004350328724,0.0555967975669775,619,0.0111828917111415,1.47431967180335,0.0348262739663073,982,0.00727433397708446,0.660153411679518,0.0186182644634595,0.659125814947133,0.233117211436697,0.399044094430829,0.215932043416545,0.336888079883265,0.65638360795554,0.128859565787563,0.191812947758661,0.339846588320482,0.435779884387753,0.0127060381391435,0.818802623514105,,,0.51497670859321,1,0.0348262739663073
"GAB",2021,"Gabon","Sub-Saharan Africa (excluding high income)",1,1396335.25,1020,603,658,1,0.0411392415311398,602,0.0116801321959979,2.08199739434896,0.0426198713115347,657,0.0113813448272127,2.0857199234692,0.029791349893436,1019,0.00817739058215889,0.724473012065145,0.0214712545053615,0.724158948601077,0.220203759022431,0.416335834886412,0.245054067302033,0.374742078090666,0.67349025783464,0.137487526324271,0.203869392393114,0.275526987934855,0.574777731914634,0.655211843026752,0.936948796446698,0.73733371165889,,0.528894484250019,1,0.029791349893436
"GAB",2024,"Gabon","Sub-Saharan Africa (excluding high income)",1,1573811,1000,660,0,0,,0,,,,0,,,0,340,0,0.751684688319814,0.017794476914601,0,,,,,,,,0.248315311680186,0.616415501329653,0.665173146319125,,,0.68720895392173,0.487129005251369,1,
"GBR",2011,"United Kingdom","High Income",0,52161320,1024,15,25,12,0.111188380284546,13,0.0921828083989337,1.1178257118854,0.111188380284546,13,0.0921828083989337,1.1178257118854,0.00182478560806271,1012,0.00152255213650538,0.0185721261327342,0.00478345659382366,0.0164116574357216,0.302983853709894,0.504249483773441,0.158311142950114,0.450336869918946,0.244397366794645,0.223191053966151,,0.981251354907425,,,,,,0.523042792849186,0,0.00182478560806271
"GBR",2014,"United Kingdom","High Income: OECD",0,52821156,1000,3,5,0,0,3,0,1.00938409847297,0,5,0,1.37538366783557,0,1000,0,0.010689452023244,0.0041452764057003,0.010689452023244,0,0,0,0,0.287667643628535,0.643833821814268,0.356166178185733,0.989310547976756,,,,,,0.510828224088242,0,0
"GBR",2017,"United Kingdom","High income: OECD",0,54072744,1000,29,34,1,0,29,0,1.24092110287617,0,33,0,1.21871020442729,0,999,0,0.0363368114787497,0.00693781103813297,0.0364229010118928,0,0.169349084090899,0.130696698663406,0.188208060420693,0.274712435707081,0.798223042345699,0.311126982574347,0.96366318852125,,,0.945354785076533,,,0.512391282156839,0,0
"GBR",2021,"United Kingdom","High income",0,55333460,1000,3,8,4,0,1,0,1,0.355746392934608,4,0.24918535845285,1.08369649442555,0,996,0,0.00236726170008943,0.00186503886194863,0.00126413250167579,0,0,0,1,0,0,0,0.997632738299911,,0.991693969813959,0.92249112338273,0.921920457181786,,0.507989853088642,0,0
"GBR",2024,"United Kingdom","High income",0,56450851,1000,7,0,0,,0,,,,0,,,0,993,0,0.00715690722241586,0.00332692288579351,0,,,,,,,,0.992843092777584,,,,,0.961545775573618,0.514751296005968,0,
"GEO",2011,"Georgia","Europe & Central Asia",0,3702710.25,1000,618,597,16,0.00967190028638766,581,0.00462273979755314,1.29623611549688,0.00967190028638766,581,0.00462273979755314,1.29623611549688,0.00635509972322049,963,0.00292612396856419,0.670190318103197,0.0169617969725818,0.657068366612994,0.0713108714528088,0.202182430715333,0.175523470351012,0.129187986615622,0.821858389161141,0.0909935363908556,,0.329809681896803,,,,,,0.54585658804486,0,0.00635509972322049
"GEO",2014,"Georgia","Europe & Central Asia",0,3675915.75,1000,575,575,7,0.00763412914594696,568,0.00417440291368685,1.30648895675566,0.00763412914594696,568,0.00417440291368685,1.30648895675566,0.00458465416261713,993,0.00248306905184091,0.603349300680783,0.0179247212651178,0.60054710563171,0.0554412719545318,0.157405379086422,0.166054274305053,0.134172660941263,0.653378657190142,0.218047256498394,0.505194749079354,0.396650699319217,,,,,,0.534410999356402,0,0.00458465416261713
"GEO",2017,"Georgia","Europe & Central Asia (excluding high income)",0,3014572.5,1000,314,388,28,0.022729032029679,295,0.00974506781623729,1.26123440571397,0.0275594552671736,360,0.00976655284602558,1.28130175896908,0.00861015865434209,972,0.00340540562056715,0.387695536757495,0.0177219108314425,0.378817656779187,0.0522533335222089,0.309334380962402,0.374970476810997,0.213333824511502,0.569176565827565,0.372910879017978,0.345081704837463,0.612304463242505,0.0220102161952124,0.0318608852462956,0.890631058758895,,,0.53484480796354,0,0.00861015865434209
